date,clusters
2023-06-08,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-06-09,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-06-12,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-06-13,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-06-14,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-06-15,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-06-16,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-06-20,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-06-21,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-06-22,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-06-23,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-06-26,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-06-27,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-06-28,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-06-29,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-06-30,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-03,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-05,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-06,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-07,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-10,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-11,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-12,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-13,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-14,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-17,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-18,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-19,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-20,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-21,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-24,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-25,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-26,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-27,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-28,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-31,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-08-01,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-08-02,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-08-03,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-08-04,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-08-07,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-08-08,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-08-09,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-08-10,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-08-11,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-08-14,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-08-15,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-08-16,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-08-17,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-08-18,"DTE,ED,KO;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-08-21,"DTE,ED,KO;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-08-22,"DTE,ED,KO;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-08-23,"DTE,ED,KO;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-08-24,"DTE,ED,KO;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-08-25,"CDNS,MSFT,ORCL;DTE,ED,KO;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;MGM;SIVB;TROW;WM;XOM;XRAY"
2023-08-28,"DTE,ED,KO;CDNS,ORCL;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;MGM;MSFT;SIVB;TROW;WM;XOM;XRAY"
2023-08-29,"DTE,ED,KO;CDNS,ORCL;MGM,XRAY;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;MSFT;SIVB;TROW;WM;XOM"
2023-08-30,"DTE,ED,KO;CDNS,ORCL;MGM,XRAY;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;MSFT;SIVB;TROW;WM;XOM"
2023-08-31,"DTE,ED,KO;CDNS,ORCL;MGM,XRAY;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;MSFT;SIVB;TROW;WM;XOM"
2023-09-01,"CDNS,MSFT,ORCL;DTE,ED,KO;MGM,XRAY;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;SIVB;TROW;WM;XOM"
2023-09-05,"CDNS,MSFT,ORCL;DTE,ED,KO;MGM,XRAY;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;SIVB;TROW;WM;XOM"
2023-09-06,"CDNS,MSFT,ORCL;DTE,ED,KO;MGM,XRAY;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;SIVB;TROW;WM;XOM"
2023-09-07,"DTE,ED,KO;MGM,XRAY;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;MSFT;ORCL;SIVB;TROW;WM;XOM"
2023-09-08,"DTE,ED,KO;MGM,XRAY;MSFT,ORCL;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;SIVB;TROW;WM;XOM"
2023-09-11,"DTE,ED,KO;MGM,XRAY;MSFT,ORCL;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;SIVB;TROW;WM;XOM"
2023-09-12,"DTE,ED;MGM,XRAY;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MSFT;ORCL;SIVB;TROW;WM;XOM"
2023-09-13,"DTE,ED;MGM,XRAY;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MSFT;ORCL;SIVB;TROW;WM;XOM"
2023-09-14,"DTE,ED;MGM,XRAY;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MSFT;ORCL;SIVB;TROW;WM;XOM"
2023-09-15,"DTE,ED;MGM,XRAY;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MSFT;ORCL;SIVB;TROW;WM;XOM"
2023-09-18,"DTE,ED;MGM,XRAY;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MSFT;ORCL;SIVB;TROW;WM;XOM"
2023-09-19,"DTE,ED;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-09-20,"CDNS,MSFT;DTE,ED;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-09-21,"CDNS,MSFT;DTE,ED;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-09-22,"DTE,ED;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-09-25,"DTE,ED;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-09-26,"DTE,ED;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-09-27,"CDNS,MSFT;DTE,ED;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-09-28,"CDNS,MSFT;DTE,ED;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-09-29,"CDNS,MSFT;DTE,ED;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-10-02,"CDNS,MSFT;DTE,ED;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-10-03,"CDNS,MSFT;DTE,ED;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-10-04,"CDNS,FICO,MSFT;DTE,ED;ADM;CERN;ETN;FAST;FI;FISV;HON;KO;MGM;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-10-05,"CDNS,FICO,MSFT,TROW;DTE,ED;ADM;CERN;ETN;FAST;FI;FISV;HON;KO;MGM;ORCL;SIVB;WM;XOM;XRAY"
2023-10-06,"CDNS,FICO,MSFT;DTE,ED;ADM;CERN;ETN;FAST;FI;FISV;HON;KO;MGM;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-10-09,"CDNS,FICO,MSFT,TROW;DTE,ED,WM;ADM;CERN;ETN;FAST;FI;FISV;HON;KO;MGM;ORCL;SIVB;XOM;XRAY"
2023-10-10,"CDNS,FI,FICO,MSFT,TROW;DTE,ED,WM;ADM;CERN;ETN;FAST;FISV;HON;KO;MGM;ORCL;SIVB;XOM;XRAY"
2023-10-11,"CDNS,FI,FICO,MSFT,TROW;DTE,ED;ADM;CERN;ETN;FAST;FISV;HON;KO;MGM;ORCL;SIVB;WM;XOM;XRAY"
2023-10-12,"CDNS,FI,FICO,MSFT,TROW;DTE,ED,HON,WM;ADM;CERN;ETN;FAST;FISV;KO;MGM;ORCL;SIVB;XOM;XRAY"
2023-10-13,"CDNS,FI,FICO,MSFT,TROW;DTE,ED;ADM;CERN;ETN;FAST;FISV;HON;KO;MGM;ORCL;SIVB;WM;XOM;XRAY"
2023-10-16,"CDNS,FI,FICO,MSFT,TROW;DTE,ED;KO,XRAY;ADM;CERN;ETN;FAST;FISV;HON;MGM;ORCL;SIVB;WM;XOM"
2023-10-17,"CDNS,FI,FICO,MSFT,TROW;DTE,ED;KO,XRAY;ADM;CERN;ETN;FAST;FISV;HON;MGM;ORCL;SIVB;WM;XOM"
2023-10-18,"CDNS,FI,FICO,MSFT,TROW;DTE,ED;KO,XRAY;ADM;CERN;ETN;FAST;FISV;HON;MGM;ORCL;SIVB;WM;XOM"
2023-10-19,"CDNS,FI,FICO,MSFT,TROW;DTE,ED;ADM;CERN;ETN;FAST;FISV;HON;KO;MGM;ORCL;SIVB;WM;XOM;XRAY"
2023-10-20,"CDNS,FI,FICO,MSFT,TROW;DTE,ED;KO,XRAY;ADM;CERN;ETN;FAST;FISV;HON;MGM;ORCL;SIVB;WM;XOM"
2023-10-23,"CDNS,FI,FICO,MSFT,TROW;DTE,ED;ADM;CERN;ETN;FAST;FISV;HON;KO;MGM;ORCL;SIVB;WM;XOM;XRAY"
2023-10-24,"CDNS,MSFT;DTE,ED;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-10-25,"CDNS,FICO,MSFT,TROW;DTE,ED;ETN,MGM;ADM;CERN;FAST;FI;FISV;HON;KO;ORCL;SIVB;WM;XOM;XRAY"
2023-10-26,"CDNS,MSFT,TROW;DTE,ED;ETN,MGM;ADM;CERN;FAST;FI;FICO;FISV;HON;KO;ORCL;SIVB;WM;XOM;XRAY"
2023-10-27,"CDNS,MSFT;DTE,ED;ETN,MGM;ADM;CERN;FAST;FI;FICO;FISV;HON;KO;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-10-30,"CDNS,MSFT;DTE,ED;ETN,MGM;ADM;CERN;FAST;FI;FICO;FISV;HON;KO;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-10-31,"DTE,ED;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-11-01,"CDNS,MSFT,ORCL;DTE,ED;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;SIVB;TROW;WM;XOM;XRAY"
2023-11-02,"CDNS,ORCL;DTE,ED;FI,TROW;ADM;CERN;ETN;FAST;FICO;FISV;HON;KO;MGM;MSFT;SIVB;WM;XOM;XRAY"
2023-11-03,"DTE,ED;FI,TROW;ADM;CDNS;CERN;ETN;FAST;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;WM;XOM;XRAY"
2023-11-06,"DTE,ED;FI,TROW;ADM;CDNS;CERN;ETN;FAST;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;WM;XOM;XRAY"
2023-11-07,"DTE,ED;FI,TROW;ADM;CDNS;CERN;ETN;FAST;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;WM;XOM;XRAY"
2023-11-08,"DTE,ED;FI,TROW;ADM;CDNS;CERN;ETN;FAST;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;WM;XOM;XRAY"
2023-11-09,"DTE,ED;FI,TROW;ADM;CDNS;CERN;ETN;FAST;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;WM;XOM;XRAY"
2023-11-10,"DTE,ED;FI,TROW;ADM;CDNS;CERN;ETN;FAST;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;WM;XOM;XRAY"
2023-11-13,"DTE,ED;FI,TROW;ADM;CDNS;CERN;ETN;FAST;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;WM;XOM;XRAY"
2023-11-14,"DTE,ED;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-11-15,"DTE,ED;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-11-16,"CDNS,ETN;DTE,ED;MGM,TROW;ADM;CERN;FAST;FI;FICO;FISV;HON;KO;MSFT;ORCL;SIVB;WM;XOM;XRAY"
2023-11-17,"CDNS,ETN,ORCL;DTE,ED;MGM,TROW;ADM;CERN;FAST;FI;FICO;FISV;HON;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-11-20,"CDNS,ETN,ORCL;DTE,ED;MGM,TROW;ADM;CERN;FAST;FI;FICO;FISV;HON;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-11-21,"CDNS,ETN,HON,ORCL;DTE,ED;MGM,TROW;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-11-22,"CDNS,ETN,HON,ORCL;DTE,ED;MGM,TROW;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-11-24,"CDNS,ETN,HON,ORCL;DTE,ED;MGM,TROW;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-11-27,"CDNS,ETN,HON,MGM,ORCL,TROW;DTE,ED;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-11-28,"CDNS,ETN,HON,MGM,ORCL,TROW;DTE,ED;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-11-29,"CDNS,ETN,HON,MGM,ORCL,TROW;DTE,ED;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-11-30,"CDNS,ETN,HON,MGM,ORCL,TROW;DTE,ED;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-12-01,"CDNS,ETN,HON,MGM,ORCL,TROW;DTE,ED;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-12-04,"CDNS,ETN,HON,ORCL;DTE,ED;MGM,TROW;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-12-05,"CDNS,ETN,HON,MGM,ORCL,TROW;DTE,ED;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-12-06,"ETN,HON,MGM,TROW;CDNS,ORCL;DTE,ED;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-12-07,"ETN,HON,MGM,TROW;CDNS,ORCL;DTE,ED;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-12-08,"CDNS,ORCL;DTE,ED;MGM,TROW;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-12-11,"CDNS,ORCL;DTE,ED;MGM,TROW;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-12-12,"CDNS,HON;DTE,ED;ADM;CERN;ETN;FAST;FI;FICO;FISV;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-12-13,"DTE,ED,TROW;CDNS,ETN;ADM;CERN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;WM;XOM;XRAY"
